CURSO_ACADEMICO;LOCALIDAD;ESTUDIO;TIPO_ESTUDIO;TIPO_EGRESO;SEXO;ALUMNOS_GRADUADOS;ALUMNOS_INTERRUMPEN_ESTUDIOS;ALUMNOS_INTERRUMPEN_EST_ANO1;ALUMNOS_TRASLADAN_OTRA_UNIV;DURACION_MEDIA_GRADUADOS;TASA_EFICIENCIA;FECHA_ACTUALIZACION,,
2020;Alajuela;Bachillerato: Economia;Bachillerato;Graduado;Mujeres;42;0;0;0;5.50;80.29;31/05/2021,,
2020;Alajuela;Bachillerato: Economia;Bachillerato;Incumple Regimen de permanencia;Hombres;0;14;8;0;;;31/05/2021,,
2020;Alajuela;Bachillerato: Economia;Bachillerato;Incumple Regimen de permanencia;Mujeres;0;5;3;0;;;31/05/2021,,
2020;Alajuela;Bachillerato: Economia;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;14;;;31/05/2021,,
2020;Alajuela;Bachillerato: Economia;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;2;;;31/05/2021,,
2020;Alajuela;Bachillerato: Enfermeria ;Bachillerato;Abandono Voluntario;Hombres;0;5;2;0;;;31/05/2021,,
2020;Alajuela;Bachillerato: Enfermeria ;Bachillerato;Abandono Voluntario;Mujeres;0;6;3;0;;;31/05/2021,,
2020;Alajuela;Bachillerato: Enfermeria ;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;3;2;0;;;31/05/2021,,
2020;Alajuela;Bachillerato: Enfermeria ;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;15;15;0;;;31/05/2021,,
2020;Alajuela;Bachillerato: Enfermeria ;Bachillerato;Graduado;Hombres;27;0;0;0;4.00;95.14;31/05/2021,,
2020;Alajuela;Bachillerato: Enfermeria ;Bachillerato;Graduado;Mujeres;123;0;0;0;4.08;96.95;31/05/2021,,
2020;Alajuela;Bachillerato: Enfermeria ;Bachillerato;Incumple Regimen de permanencia;Hombres;0;1;1;0;;;31/05/2021,,
2020;Alajuela;Bachillerato: Enfermeria ;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;2;;;31/05/2021,,
2020;Alajuela;Bachillerato: Estudios Clasicos;Bachillerato;Abandono Voluntario;Hombres;0;2;1;0;;;31/05/2021,,
2020;Alajuela;Bachillerato: Estudios Clasicos;Bachillerato;Abandono Voluntario;Mujeres;0;6;2;0;;;31/05/2021,,
2020;Alajuela;Bachillerato: Estudios Clasicos;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;1;1;0;;;31/05/2021,,
2020;Alajuela;Bachillerato: Estudios Clasicos;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;4;1;0;;;31/05/2021,,
2020;Alajuela;Bachillerato: Estudios Clasicos;Bachillerato;Graduado;Hombres;3;0;0;0;4.67;95.98;31/05/2021,,
2020;Alajuela;Bachillerato: Estudios Clasicos;Bachillerato;Graduado;Mujeres;1;0;0;0;5.00;92.97;31/05/2021,,
2020;Alajuela;Bachillerato: Estudios Clasicos;Bachillerato;Incumple Regimen de permanencia;Hombres;0;1;0;0;;;31/05/2021,,
2020;Alajuela;Bachillerato: Estudios Clasicos;Bachillerato;Incumple Regimen de permanencia;Mujeres;0;1;0;0;;;31/05/2021,,
2020;Alajuela;Bachillerato: Estudios Clasicos;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;1;;;31/05/2021,,
2020;Alajuela;Bachillerato: Estudios en Arquitectura;Bachillerato;Abandono Voluntario;Hombres;0;9;4;0;;;31/05/2021,,
2020;Alajuela;Bachillerato: Estudios en Arquitectura;Bachillerato;Abandono Voluntario;Mujeres;0;8;4;0;;;31/05/2021,,
2020;Alajuela;Bachillerato: Estudios en Arquitectura;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;4;1;0;;;31/05/2021,,
2020;Alajuela;Bachillerato: Estudios en Arquitectura;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;3;0;0;;;31/05/2021,,
2020;Alajuela;Bachillerato: Estudios en Arquitectura;Bachillerato;Graduado;Hombres;25;0;0;0;6.05;88.48;31/05/2021,,
2020;Alajuela;Bachillerato: Estudios en Arquitectura;Bachillerato;Graduado;Mujeres;22;0;0;0;5.65;89.90;31/05/2021,,
2020;Alajuela;Bachillerato: Estudios en Arquitectura;Bachillerato;Incumple Regimen de permanencia;Hombres;0;4;3;0;;;31/05/2021,,
2020;Alajuela;Bachillerato: Estudios en Arquitectura;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;5;;;31/05/2021,,
2020;Alajuela;Bachillerato: Estudios en Arquitectura;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;2;;;31/05/2021,,
2020;Alajuela;Bachillerato: Estudios Ingleses;Bachillerato;Abandono Voluntario;Hombres;0;8;4;0;;;31/05/2021,,
2020;Alajuela;Bachillerato: Estudios Ingleses;Bachillerato;Abandono Voluntario;Mujeres;0;20;4;0;;;31/05/2021,,
2020;Alajuela;Bachillerato: Estudios Ingleses;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;4;2;0;;;31/05/2021,,
2020;Alajuela;Bachillerato: Estudios Ingleses;Bachillerato;Graduado;Hombres;13;0;0;0;4.44;88.45;31/05/2021,,
2020;Alajuela;Bachillerato: Estudios Ingleses;Bachillerato;Graduado;Mujeres;47;0;0;0;4.66;89.98;31/05/2021,,
2020;Alajuela;Bachillerato: Estudios Ingleses;Bachillerato;Incumple Regimen de permanencia;Hombres;0;1;0;0;;;31/05/2021,,
2020;Alajuela;Bachillerato: Estudios Ingleses;Bachillerato;Incumple Regimen de permanencia;Mujeres;0;2;1;0;;;31/05/2021,,
2020;Alajuela;Bachillerato: Estudios Ingleses;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;1;;;31/05/2021,,
2020;Alajuela;Bachillerato: Estudios Ingleses;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;4;;;31/05/2021,,
2020;Alajuela;Bachillerato: Filologia Hispanica;Bachillerato;Abandono Voluntario;Hombres;0;13;9;0;;;31/05/2021,,
2020;Alajuela;Bachillerato: Filologia Hispanica;Bachillerato;Abandono Voluntario;Mujeres;0;8;2;0;;;31/05/2021,,
2020;Alajuela;Bachillerato: Filologia Hispanica;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;2;2;0;;;31/05/2021,,
2020;Alajuela;Bachillerato: Filologia Hispanica;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;4;3;0;;;31/05/2021,,
2020;Alajuela;Bachillerato: Filologia Hispanica;Bachillerato;Graduado;Hombres;8;0;0;0;4.71;92.22;31/05/2021,,
2020;Alajuela;Bachillerato: Filologia Hispanica;Bachillerato;Graduado;Mujeres;33;0;0;0;4.88;87.66;31/05/2021,,
2020;Alajuela;Bachillerato: Filologia Hispanica;Bachillerato;Incumple Regimen de permanencia;Hombres;0;2;1;0;;;31/05/2021,,
2020;Alajuela;Bachillerato: Filologia Hispanica;Bachillerato;Incumple Regimen de permanencia;Mujeres;0;3;3;0;;;31/05/2021,,
2020;Alajuela;Bachillerato: Filologia Hispanica;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;2;;;31/05/2021,,
2020;Alajuela;Bachillerato: Filologia Hispanica;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;4;;;31/05/2021,,
2020;Alajuela;Bachillerato: Filosofia;Bachillerato;Abandono Voluntario;Hombres;0;6;2;0;;;31/05/2021,,
2020;Alajuela;Bachillerato: Filosofia;Bachillerato;Abandono Voluntario;Mujeres;0;6;3;0;;;31/05/2021,,
2020;Alajuela;Bachillerato: Filosofia;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;2;1;0;;;31/05/2021,,
2020;Alajuela;Bachillerato: Filosofia;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;1;1;0;;;31/05/2021,,
2020;Alajuela;Bachillerato: Filosofia;Bachillerato;Graduado;Hombres;8;0;0;0;4.62;90.65;31/05/2021,,
2020;Alajuela;Bachillerato: Filosofia;Bachillerato;Graduado;Mujeres;9;0;0;0;4.44;87.53;31/05/2021,,
2020;Alajuela;Bachillerato: Filosofia;Bachillerato;Incumple Regimen de permanencia;Hombres;0;2;1;0;;;31/05/2021,,
2020;Alajuela;Bachillerato: Filosofia;Bachillerato;Incumple Regimen de permanencia;Mujeres;0;1;1;0;;;31/05/2021,,
2020;Alajuela;Bachillerato: Filosofia;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;1;;;31/05/2021,,
2020;Alajuela;Bachillerato: Finanzas y Contabilidad;Bachillerato;Abandono Voluntario;Hombres;0;31;16;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Finanzas y Contabilidad;Bachillerato;Abandono Voluntario;Mujeres;0;21;8;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Finanzas y Contabilidad;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;5;4;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Finanzas y Contabilidad;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;14;11;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Finanzas y Contabilidad;Bachillerato;Graduado;Hombres;34;0;0;0;5.07;83.69;31/05/2021,,
2018;Alajuela;Bachillerato: Finanzas y Contabilidad;Bachillerato;Graduado;Mujeres;34;0;0;0;5.27;84.60;31/05/2021,,
2018;Alajuela;Bachillerato: Finanzas y Contabilidad;Bachillerato;Incumple Regimen de permanencia;Hombres;0;9;6;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Finanzas y Contabilidad;Bachillerato;Incumple Regimen de permanencia;Mujeres;0;7;3;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Finanzas y Contabilidad;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;2;;;31/05/2021,,
2018;Alajuela;Bachillerato: Finanzas y Contabilidad;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;6;;;31/05/2021,,
2018;Alajuela;Bachillerato: Fisica;Bachillerato;Abandono Voluntario;Hombres;0;11;2;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Fisica;Bachillerato;Abandono Voluntario;Mujeres;0;2;1;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Fisica;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;2;1;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Fisica;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;7;3;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Fisica;Bachillerato;Graduado;Hombres;30;0;0;0;4.63;89.32;31/05/2021,,
2018;Alajuela;Bachillerato: Fisica;Bachillerato;Graduado;Mujeres;3;0;0;0;4.00;99.16;31/05/2021,,
2018;Alajuela;Bachillerato: Fisica;Bachillerato;Incumple Regimen de permanencia;Hombres;0;3;0;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Fisica;Bachillerato;Incumple Regimen de permanencia;Mujeres;0;2;0;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Fisica;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;4;;;31/05/2021,,
2018;Alajuela;Bachillerato: Fisica;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;5;;;31/05/2021,,
2018;Alajuela;Bachillerato: Fisioterapia;Bachillerato;Abandono Voluntario;Hombres;0;1;1;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Fisioterapia;Bachillerato;Abandono Voluntario;Mujeres;0;3;3;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Fisioterapia;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;2;2;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Fisioterapia;Bachillerato;Graduado;Hombres;21;0;0;0;4.00;94.12;31/05/2021,,
2018;Alajuela;Bachillerato: Fisioterapia;Bachillerato;Graduado;Mujeres;32;0;0;0;4.03;97.32;31/05/2021,,
2018;Alajuela;Bachillerato: Fisioterapia;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;1;;;31/05/2021,,
2018;Alajuela;Bachillerato: Geografia y Ordenacion del Territorio;Bachillerato;Abandono Voluntario;Hombres;0;12;8;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Geografia y Ordenacion del Territorio;Bachillerato;Abandono Voluntario;Mujeres;0;3;0;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Geografia y Ordenacion del Territorio;Bachillerato;Graduado;Hombres;30;0;0;0;4.72;92.47;31/05/2021,,
2018;Alajuela;Bachillerato: Geografia y Ordenacion del Territorio;Bachillerato;Graduado;Mujeres;6;0;0;0;4.17;96.19;31/05/2021,,
2018;Alajuela;Bachillerato: Geografia y Ordenacion del Territorio;Bachillerato;Incumple Regimen de permanencia;Hombres;0;1;1;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Geografia y Ordenacion del Territorio;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;1;;;31/05/2021,,
2018;Alajuela;Bachillerato: Geologia;Bachillerato;Abandono Voluntario;Hombres;0;12;4;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Geologia;Bachillerato;Abandono Voluntario;Mujeres;0;8;4;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Geologia;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;3;3;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Geologia;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;1;1;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Geologia;Bachillerato;Graduado;Hombres;5;0;0;0;5.20;81.16;31/05/2021,,
2018;Alajuela;Bachillerato: Geologia;Bachillerato;Graduado;Mujeres;3;0;0;0;5.00;86.68;31/05/2021,,
2018;Alajuela;Bachillerato: Geologia;Bachillerato;Incumple Regimen de permanencia;Hombres;0;3;2;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Geologia;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;2;;;31/05/2021,,
2018;Alajuela;Bachillerato: Historia;Bachillerato;Abandono Voluntario;Hombres;0;40;13;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Historia;Bachillerato;Abandono Voluntario;Mujeres;0;9;0;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Historia;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;2;1;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Historia;Bachillerato;Graduado;Hombres;44;0;0;0;5.10;88.84;31/05/2021,,
2018;Alajuela;Bachillerato: Historia;Bachillerato;Graduado;Mujeres;25;0;0;0;4.75;92.43;31/05/2021,,
2018;Alajuela;Bachillerato: Historia;Bachillerato;Incumple Regimen de permanencia;Hombres;0;3;3;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Historia;Bachillerato;Incumple Regimen de permanencia;Mujeres;0;1;1;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Historia;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;8;;;31/05/2021,,
2018;Alajuela;Bachillerato: Historia;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;1;;;31/05/2021,,
2018;Alajuela;Bachillerato: Historia del Arte;Bachillerato;Abandono Voluntario;Hombres;0;13;7;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Historia del Arte;Bachillerato;Abandono Voluntario;Mujeres;0;23;12;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Historia del Arte;Bachillerato;Graduado;Hombres;8;0;0;0;4.38;88.46;31/05/2021,,
2018;Alajuela;Bachillerato: Historia del Arte;Bachillerato;Graduado;Mujeres;16;0;0;0;5.00;88.99;31/05/2021,,
2018;Alajuela;Bachillerato: Historia del Arte;Bachillerato;Incumple Regimen de permanencia;Mujeres;0;1;0;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Historia del Arte;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;1;;;31/05/2021,,
2018;Alajuela;Bachillerato: Historia del Arte;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;2;;;31/05/2021,,
2018;Alajuela;Bachillerato: Informacion y Documentacion;Bachillerato;Abandono Voluntario;Hombres;0;5;3;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Informacion y Documentacion;Bachillerato;Abandono Voluntario;Mujeres;0;4;2;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Informacion y Documentacion;Bachillerato;Graduado;Hombres;7;0;0;0;4.00;95.76;31/05/2021,,
2018;Alajuela;Bachillerato: Informacion y Documentacion;Bachillerato;Graduado;Mujeres;11;0;0;0;4.67;94.60;31/05/2021,,
2018;Alajuela;Bachillerato: Informacion y Documentacion;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;1;;;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria de Organizacion Industrial;Bachillerato;Abandono Voluntario;Hombres;0;17;14;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria de Organizacion Industrial;Bachillerato;Abandono Voluntario;Mujeres;0;2;2;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria de Organizacion Industrial;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;1;1;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria de Organizacion Industrial;Bachillerato;Graduado;Hombres;134;0;0;0;5.52;89.62;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria de Organizacion Industrial;Bachillerato;Graduado;Mujeres;6;0;0;0;5.50;93.83;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria de Organizacion Industrial;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;79;;;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria de Organizacion Industrial;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;10;;;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria de Tecnologias Industriales;Bachillerato;Abandono Voluntario;Hombres;0;8;3;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria de Tecnologias Industriales;Bachillerato;Abandono Voluntario;Mujeres;0;2;0;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria de Tecnologias Industriales;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;19;10;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria de Tecnologias Industriales;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;7;2;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria de Tecnologias Industriales;Bachillerato;Graduado;Hombres;71;0;0;0;5.19;82.34;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria de Tecnologias Industriales;Bachillerato;Graduado;Mujeres;30;0;0;0;5.14;80.00;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria de Tecnologias Industriales;Bachillerato;Incumple Regimen de permanencia;Hombres;0;16;4;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria de Tecnologias Industriales;Bachillerato;Incumple Regimen de permanencia;Mujeres;0;7;0;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria de Tecnologias Industriales;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;4;;;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria de Tecnologias Industriales;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;3;;;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria de Tecnologias y Servicios de Telecomunicacion;Bachillerato;Abandono Voluntario;Hombres;0;18;14;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria de Tecnologias y Servicios de Telecomunicacion;Bachillerato;Abandono Voluntario;Mujeres;0;2;1;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria de Tecnologias y Servicios de Telecomunicacion;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;4;3;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria de Tecnologias y Servicios de Telecomunicacion;Bachillerato;Graduado;Hombres;31;0;0;0;5.58;77.78;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria de Tecnologias y Servicios de Telecomunicacion;Bachillerato;Graduado;Mujeres;9;0;0;0;4.62;89.55;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria de Tecnologias y Servicios de Telecomunicacion;Bachillerato;Incumple Regimen de permanencia;Hombres;0;24;17;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria de Tecnologias y Servicios de Telecomunicacion;Bachillerato;Incumple Regimen de permanencia;Mujeres;0;3;3;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria de Tecnologias y Servicios de Telecomunicacion;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;4;;;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria de Tecnologias y Servicios de Telecomunicacion;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;2;;;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria Electrica;Bachillerato;Abandono Voluntario;Hombres;0;31;15;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria Electrica;Bachillerato;Abandono Voluntario;Mujeres;0;3;3;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria Electrica;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;5;5;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria Electrica;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;1;0;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria Electrica;Bachillerato;Graduado;Hombres;30;0;0;0;6.14;75.17;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria Electrica;Bachillerato;Graduado;Mujeres;6;0;0;0;5.33;81.66;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria Electrica;Bachillerato;Incumple Regimen de permanencia;Hombres;0;9;6;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria Electrica;Bachillerato;Incumple Regimen de permanencia;Mujeres;0;2;1;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria Electrica;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;4;;;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria Electrica;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;1;;;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria Electronica y Automatica;Bachillerato;Abandono Voluntario;Hombres;0;35;22;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria Electronica y Automatica;Bachillerato;Abandono Voluntario;Mujeres;0;4;1;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria Electronica y Automatica;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;5;2;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria Electronica y Automatica;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;3;3;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria Electronica y Automatica;Bachillerato;Graduado;Hombres;38;0;0;0;6.21;74.15;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria Electronica y Automatica;Bachillerato;Graduado;Mujeres;5;0;0;0;5.20;86.48;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria Electronica y Automatica;Bachillerato;Incumple Regimen de permanencia;Hombres;0;22;15;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria Electronica y Automatica;Bachillerato;Incumple Regimen de permanencia;Mujeres;0;1;1;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria Electronica y Automatica;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;2;;;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria Electronica y Automatica;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;1;;;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria Informatica;Bachillerato;Abandono Voluntario;Hombres;0;22;8;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria Informatica;Bachillerato;Abandono Voluntario;Mujeres;0;1;0;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria Informatica;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;6;4;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria Informatica;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;1;1;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria Informatica;Bachillerato;Graduado;Hombres;46;0;0;0;5.31;83.34;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria Informatica;Bachillerato;Graduado;Mujeres;7;0;0;0;5.57;77.77;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria Informatica;Bachillerato;Incumple Regimen de permanencia;Hombres;0;2;2;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria Informatica;Bachillerato;Incumple Regimen de permanencia;Mujeres;0;2;2;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria Informatica;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;5;;;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria Informatica;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;1;;;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria Mecanica;Bachillerato;Abandono Voluntario;Hombres;0;65;30;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria Mecanica;Bachillerato;Abandono Voluntario;Mujeres;0;9;5;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria Mecanica;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;19;10;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria Mecanica;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;5;4;0;;;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria Mecanica;Bachillerato;Graduado;Hombres;109;0;0;0;5.78;76.85;31/05/2021,,
2018;Alajuela;Bachillerato: Ingenieria Mecanica;Bachillerato;Graduado;Mujeres;15;0;0;0;5.36;79.61;31/05/2021,,
2019;Alajuela;Bachillerato: Ingenieria Mecanica;Bachillerato;Incumple Regimen de permanencia;Hombres;0;38;23;0;;;31/05/2021,,
2019;Alajuela;Bachillerato: Ingenieria Mecanica;Bachillerato;Incumple Regimen de permanencia;Mujeres;0;8;4;0;;;31/05/2021,,
2019;Alajuela;Bachillerato: Ingenieria Mecanica;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;15;;;31/05/2021,,
2019;Alajuela;Bachillerato: Ingenieria Mecanica;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;6;;;31/05/2021,,
2019;Alajuela;Bachillerato: Ingenieria Quimica;Bachillerato;Abandono Voluntario;Hombres;0;15;6;0;;;31/05/2021,,
2019;Alajuela;Bachillerato: Ingenieria Quimica;Bachillerato;Abandono Voluntario;Mujeres;0;7;4;0;;;31/05/2021,,
2019;Alajuela;Bachillerato: Ingenieria Quimica;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;3;3;0;;;31/05/2021,,
2019;Alajuela;Bachillerato: Ingenieria Quimica;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;4;3;0;;;31/05/2021,,
2019;Alajuela;Bachillerato: Ingenieria Quimica;Bachillerato;Graduado;Hombres;21;0;0;0;5.06;82.70;31/05/2021,,
2019;Alajuela;Bachillerato: Ingenieria Quimica;Bachillerato;Graduado;Mujeres;15;0;0;0;4.80;92.25;31/05/2021,,
2019;Alajuela;Bachillerato: Ingenieria Quimica;Bachillerato;Incumple Regimen de permanencia;Hombres;0;6;4;0;;;31/05/2021,,
